esp32mag:::SENSE,001,m,42547,2020-12-17T09:49:28.342687000+02:00,411.00,270.00,-309.00:::00:00:01.933829
esp32acc:::SENSE,001,a,42549,2020-12-17T09:49:28.363641000+02:00,128.00,-48.00,-4132.00:::00:00:01.945796
esp32mag:::SENSE,001,m,42550,2020-12-17T09:49:28.372298000+02:00,405.00,264.00,-277.00:::00:00:01.951782
esp32acc:::SENSE,001,a,42551,2020-12-17T09:49:28.383660000+02:00,116.00,-56.00,-4160.00:::00:00:01.963714
esp32acc:::SENSE,001,a,42553,2020-12-17T09:49:28.403644000+02:00,120.00,-52.00,-4136.00:::00:00:01.969693
esp32mag:::SENSE,001,m,42552,2020-12-17T09:49:28.402736000+02:00,399.00,276.00,-315.00:::00:00:01.974721
esp32acc:::SENSE,001,a,42554,2020-12-17T09:49:28.423686000+02:00,108.00,-56.00,-4152.00:::00:00:01.974721
esp32mag:::SENSE,001,m,42555,2020-12-17T09:49:28.432317000+02:00,399.00,276.00,-315.00:::00:00:01.986689
esp32acc:::SENSE,001,a,42556,2020-12-17T09:49:28.444269000+02:00,116.00,-64.00,-4136.00:::00:00:01.992671
esp32acc:::SENSE,001,a,42558,2020-12-17T09:49:28.463852000+02:00,124.00,-52.00,-4140.00:::00:00:01.992671
esp32mag:::SENSE,001,m,42557,2020-12-17T09:49:28.462760000+02:00,411.00,276.00,-296.00:::00:00:01.992671
esp32acc:::SENSE,001,a,42559,2020-12-17T09:49:28.483690000+02:00,120.00,-48.00,-4136.00:::00:00:01.992671
esp32mag:::SENSE,001,m,42560,2020-12-17T09:49:28.492294000+02:00,411.00,276.00,-296.00:::00:00:01.993671
esp32acc:::SENSE,001,a,42561,2020-12-17T09:49:28.504077000+02:00,108.00,-48.00,-4152.00:::00:00:01.993671
esp32acc:::SENSE,001,a,42563,2020-12-17T09:49:28.523636000+02:00,120.00,-48.00,-4160.00:::00:00:01.993671
esp32mag:::SENSE,001,m,42562,2020-12-17T09:49:28.522736000+02:00,405.00,270.00,-296.00:::00:00:01.993671
esp32acc:::SENSE,001,a,42564,2020-12-17T09:49:28.543686000+02:00,120.00,-44.00,-4144.00:::00:00:01.993671
esp32mag:::SENSE,001,m,42565,2020-12-17T09:49:28.552317000+02:00,417.00,252.00,-290.00:::00:00:01.994667
esp32acc:::SENSE,001,a,42566,2020-12-17T09:49:28.563475000+02:00,132.00,-44.00,-4160.00:::00:00:01.994667
esp32acc:::SENSE,001,a,42568,2020-12-17T09:49:28.583686000+02:00,112.00,-56.00,-4148.00:::00:00:01.994667
